,homeType,hasGarage,hasCooling,hasHeating,hasView,yearBuilt,latestPrice,latest_saleyear,lotSizeSqFt,livingAreaSqFt,numOfBathrooms,numOfBedrooms,numOfStories
11285,Townhouse,True,True,True,True,2020,580000.0,2020,2047.0,1700.0,3.0,2,1
11286,Single Family,True,True,True,False,2016,899000.0,2020,3920.0,2902.0,4.0,4,2
11287,Single Family,True,True,True,False,2012,149900.0,2019,5227.0,2350.0,3.0,5,2
11288,Single Family,True,True,True,False,1936,350000.0,2020,4708.0,816.0,1.0,2,1
11289,Single Family,True,True,True,False,1959,524900.0,2019,11325.6,1898.0,2.0,3,1
11290,Vacant Land,False,False,True,False,1948,365000.0,2019,6403.0,1024.0,0.0,2,1
11291,Single Family,False,True,True,False,1954,399000.0,2019,8929.0,1835.0,2.0,3,1
11292,Single Family,False,True,True,False,1955,399000.0,2018,7013.0,1216.0,2.0,3,1
11293,Townhouse,False,True,True,False,2009,515000.0,2018,2178.0,1900.0,3.0,3,2
11294,Single Family,True,True,True,False,1940,484999.0,2020,4486.0,864.0,2.0,2,1
11295,Single Family,True,True,True,False,1922,375000.0,2020,6316.0,896.0,1.0,2,1
11296,Single Family,True,True,True,False,1949,320000.0,2019,4059.0,830.0,1.0,2,1
11297,Single Family,False,True,True,False,1934,549500.0,2019,9844.0,1008.0,1.0,2,1
11298,Single Family,True,True,True,False,1942,273700.0,2020,6054.0,2100.0,2.0,4,1
11299,Single Family,False,False,False,False,2015,839000.0,2021,3484.0,2314.0,3.0,3,2
11300,Single Family,True,True,True,False,1954,205000.0,2019,7840.0,1204.0,1.0,3,1
11301,Single Family,True,True,True,False,2015,725000.0,2020,6098.0,1694.0,3.0,3,1
11302,Townhouse,True,False,True,True,2014,939900.0,2019,3136.0,3160.0,5.0,4,3
11303,Single Family,True,True,True,False,1953,350000.0,2019,6229.0,768.0,1.0,2,1
11304,Single Family,False,True,True,False,1958,399993.0,2018,9234.0,1644.0,3.0,3,1
11305,Single Family,True,True,True,False,1958,450000.0,2020,8886.0,1681.0,2.0,3,1
11306,Single Family,False,False,False,False,1936,429900.0,2018,6751.0,1432.0,2.0,3,1
11307,Multiple Occupancy,True,False,True,True,2015,959900.0,2020,3149.0,3243.0,5.0,4,3
11308,Single Family,True,True,True,True,2020,350000.0,2020,3049.0,2005.0,3.0,4,2
11309,Condo,True,True,True,False,2012,425000.0,2018,2130.0,1521.0,2.0,3,1
11310,Single Family,False,True,True,False,2015,849900.0,2019,6141.0,2471.0,4.0,5,2
11311,Single Family,False,True,True,False,1954,399000.0,2019,7884.0,1326.0,1.0,3,1
11312,Single Family,False,True,True,False,1956,314900.0,2019,6751.0,1360.0,2.0,4,1
11313,Single Family,False,True,True,False,2018,425000.0,2019,10454.0,1100.0,2.0,2,1
11314,Single Family,True,True,True,False,1954,264000.0,2018,7840.0,1393.0,2.0,3,1
11315,Townhouse,True,True,True,True,2014,524995.0,2018,1219.0,2126.0,4.0,4,3
11316,Single Family,True,True,True,False,1954,330000.0,2018,7187.0,1120.0,2.0,3,1
11317,Single Family,False,True,True,False,1946,584000.0,2020,3123.0,1515.0,2.0,3,1
11318,Single Family,True,True,True,False,2020,849990.0,2020,2395.0,2170.0,3.0,3,1
11319,Single Family,True,True,True,False,2017,1050000.0,2020,4338.0,3303.0,4.0,4,2
11320,Townhouse,False,True,True,False,2008,529000.0,2018,2047.0,1900.0,3.0,3,2
11321,Single Family,True,True,True,False,1937,344000.0,2020,7013.0,1576.0,3.0,3,2
11322,Townhouse,False,True,True,False,2008,544000.0,2019,2570.0,2020.0,3.0,3,2
11323,Single Family,True,True,True,False,1936,610000.0,2018,9583.0,1148.0,2.0,3,1
11324,Single Family,True,True,True,False,1955,419900.0,2020,7927.0,1346.0,2.0,3,1
11325,Single Family,True,True,True,True,1940,695000.0,2019,6751.0,2260.0,3.0,4,1
11326,Single Family,True,True,True,False,1955,424900.0,2020,7013.0,2150.0,2.0,3,1
11327,Single Family,True,True,True,False,1934,1150000.0,2020,7318.0,3064.0,3.0,4,2
11328,Single Family,True,True,True,False,1954,389900.0,2018,7318.0,1140.0,2.0,3,1
11329,Single Family,True,True,True,False,1955,419000.0,2018,8189.0,1436.0,2.0,3,1
11330,Single Family,True,True,True,False,1955,450000.0,2020,8363.0,1600.0,2.0,3,1
11331,Single Family,False,True,True,False,2019,450000.0,2020,3850.0,987.0,2.0,2,1
11332,Single Family,True,True,True,False,1954,343000.0,2018,7405.0,879.0,2.0,2,1
11333,Condo,False,True,True,False,1978,169950.0,2018,5662.0,1791.0,3.0,3,2
11334,Single Family,True,True,True,False,1971,575000.0,2020,12196.8,2718.0,3.0,3,1
11335,Single Family,True,True,True,True,1977,210000.0,2019,5706.0,1658.0,2.0,3,2
11336,Single Family,True,True,True,True,1964,350000.0,2019,7448.0,2156.0,2.0,4,2
11337,Condo,True,True,True,False,1977,112000.0,2018,5706.0,1822.0,3.0,3,2
11338,Single Family,True,True,True,False,1978,205000.0,2019,9539.0,1822.0,3.0,4,2
11339,Single Family,False,True,True,False,1971,399900.0,2019,9365.0,2018.0,2.0,4,1
11340,Single Family,False,True,True,False,1969,349900.0,2019,13939.2,1616.0,2.0,4,1
11341,Condo,True,True,True,False,1975,240000.0,2019,5684.0,1734.0,3.0,3,2
11342,Condo,True,True,True,False,1965,249900.0,2018,11761.2,1150.0,2.0,3,1
11343,Townhouse,True,True,True,False,1974,240000.0,2020,5685.0,1627.0,2.0,3,2
11344,Single Family,False,True,True,False,1969,300000.0,2019,12196.8,1547.0,2.0,3,1
11345,Single Family,False,True,True,False,1970,160000.0,2019,7318.0,1205.0,2.0,3,1
11346,Single Family,False,True,True,False,1969,275000.0,2019,6969.0,1336.0,2.0,3,1
11347,Single Family,True,True,True,False,1970,509500.0,2020,9583.0,1961.0,3.0,4,2
11348,Single Family,True,True,True,False,1970,356500.0,2020,8886.0,1523.0,2.0,3,1
11349,Single Family,False,True,True,False,1969,339990.0,2018,10323.0,1516.0,2.0,3,1
11350,Single Family,True,True,True,False,1962,140000.0,2018,12196.8,1346.0,1.0,2,1
11351,Single Family,False,True,True,False,1961,389000.0,2019,13939.2,1665.0,3.0,3,1
11352,Single Family,False,True,True,False,1969,315000.0,2019,9016.0,1489.0,2.0,4,1
11353,Multiple Occupancy,True,True,True,False,1967,225000.0,2019,8886.0,2740.0,4.0,6,1
11354,Single Family,True,True,True,True,1979,279000.0,2018,8537.0,1914.0,3.0,4,2
11355,Single Family,False,True,True,False,1980,430000.0,2019,10454.0,1764.0,2.0,3,1
11356,Single Family,True,True,True,False,1966,439900.0,2020,9626.0,1766.0,2.0,3,1
11357,Single Family,False,True,True,False,1967,399999.0,2018,15681.6,1877.0,2.0,3,1
11358,Single Family,True,True,True,True,1979,250000.0,2020,7230.0,2047.0,3.0,3,2
11359,Single Family,True,True,True,False,1979,549000.0,2020,10193.0,2260.0,3.0,4,2
11360,Single Family,True,True,True,False,1979,393800.0,2019,7492.0,1795.0,3.0,3,2
11361,Single Family,False,True,True,False,1979,395000.0,2019,7666.0,1717.0,2.0,3,1
11362,Single Family,True,True,True,False,1979,365000.0,2018,12196.8,1805.0,2.0,3,1
11363,Single Family,True,True,True,False,1979,489000.0,2020,8842.0,2096.0,2.0,3,1
11364,Single Family,False,True,True,False,1967,519000.0,2018,9408.0,2129.0,3.0,4,2
11365,Single Family,True,True,True,False,1967,450000.0,2020,8712.0,2225.0,2.0,4,1
11366,Single Family,False,True,True,False,1968,478000.0,2019,12196.8,1594.0,2.0,3,1
11367,Single Family,False,True,True,False,1979,429900.0,2020,11325.6,1904.0,3.0,4,2
11368,Condo,True,True,True,False,1978,227700.0,2020,1585.0,1234.0,2.0,2,2
11369,Condo,False,True,True,False,1978,219000.0,2019,1894.0,1234.0,3.0,2,2
11370,Single Family,True,True,True,False,1967,379000.0,2020,10380.0,1855.0,2.0,3,1
11371,Single Family,False,True,True,False,1970,425000.0,2018,13068.0,2216.0,2.0,4,1
11372,Single Family,False,True,True,True,1968,229900.0,2019,18730.8,2040.0,2.0,3,1
11373,Single Family,False,True,True,False,1971,315000.0,2019,12196.8,1784.0,2.0,3,1
11374,Single Family,False,True,True,False,1970,374900.0,2018,10018.0,1643.0,2.0,4,1
11375,Single Family,True,True,True,False,1971,450000.0,2020,11325.6,2374.0,3.0,4,2
11376,Single Family,False,True,True,False,1966,342000.0,2020,10497.0,2084.0,3.0,4,2
11377,Single Family,False,True,True,False,1999,82900.0,2019,8232.0,1221.0,2.0,3,1
11378,Condo,True,True,True,False,1972,180000.0,2019,5684.0,1750.0,3.0,3,2
11379,Single Family,False,True,True,False,1964,267000.0,2018,9147.0,1744.0,3.0,3,2
11380,Single Family,True,True,True,False,1969,435000.0,2018,11325.6,2350.0,3.0,4,1
11381,Condo,True,True,True,False,1965,215000.0,2018,11761.2,1150.0,2.0,3,1
11382,Single Family,True,True,True,False,1959,300000.0,2019,8712.0,1580.0,2.0,4,1
11383,Single Family,False,True,True,False,1961,399900.0,2018,7187.0,1537.0,2.0,4,1
11384,Single Family,False,True,True,False,1962,166000.0,2018,7753.0,1449.0,2.0,3,1
11385,Single Family,True,True,True,False,1966,625000.0,2020,19602.0,2752.0,3.0,4,2
11386,Single Family,False,True,True,False,1998,165000.0,2019,8276.0,1458.0,3.0,3,2
11387,Single Family,False,True,True,False,1961,475000.0,2020,9757.0,1632.0,2.0,3,1
11388,Single Family,True,True,True,True,1964,210000.0,2018,7230.0,1200.0,2.0,3,1
11389,Single Family,False,True,True,True,1967,349900.0,2019,22215.6,1944.0,2.0,3,1
11390,Single Family,True,True,True,False,1968,535000.0,2018,13068.0,2098.0,2.0,4,1
11391,Single Family,True,True,True,False,1959,229950.0,2020,9583.0,1329.0,2.0,3,1
11392,Single Family,False,True,True,True,1959,422500.0,2020,10454.0,1344.0,2.0,3,1
11393,Single Family,False,True,True,False,1961,299900.0,2018,7230.0,1040.0,2.0,3,1
11394,Single Family,True,True,True,False,1967,305000.0,2019,12196.8,1853.0,2.0,3,1
11395,Single Family,True,True,True,True,1972,462500.0,2020,9583.0,2086.0,3.0,4,1
11396,Single Family,False,True,True,False,1967,499900.0,2019,9757.0,1705.0,2.0,3,1
11397,Single Family,True,True,True,False,1966,174900.0,2018,17859.6,1914.0,2.0,3,1
11398,Single Family,False,True,True,False,1947,730000.0,2019,39204.0,1503.0,1.0,2,1
11399,Single Family,True,True,True,False,1961,399900.0,2020,8276.0,1200.0,2.0,4,1
11400,Single Family,True,True,True,False,1968,320000.0,2018,9583.0,1584.0,2.0,4,1
11401,Vacant Land,False,False,False,False,1945,47500.0,2019,5270.0,737.0,0.0,2,1
11402,Single Family,False,True,True,True,1963,265000.0,2018,10672.0,1580.0,2.0,3,1
11403,Townhouse,True,True,True,True,1972,259900.0,2020,3354.0,1344.0,2.0,2,2
11404,Single Family,True,True,True,False,1964,399000.0,2020,9975.0,1792.0,2.0,4,1
11405,Single Family,False,True,True,False,1959,425000.0,2018,10018.0,1821.0,2.0,3,1
11406,Single Family,True,True,True,False,1968,444900.0,2020,8058.0,1556.0,2.0,3,2
11407,Single Family,True,True,True,False,1964,400000.0,2020,9234.0,1707.0,2.0,3,1
11408,Single Family,False,True,True,False,1965,575000.0,2018,9147.0,2251.0,3.0,4,2
11409,Single Family,True,True,True,False,1962,515777.0,2020,8929.0,1557.0,2.0,3,1
11410,Single Family,True,True,True,False,1959,340000.0,2018,6446.0,1051.0,1.0,3,1
11411,Multiple Occupancy,True,False,True,False,1963,389900.0,2019,9408.0,1617.0,2.0,4,1
11412,Single Family,True,True,True,False,1959,469900.0,2019,10846.0,1624.0,2.0,3,1
11413,Single Family,False,True,True,False,1962,299900.0,2019,9147.0,976.0,1.0,3,1
11414,Single Family,True,True,True,False,1959,365000.0,2020,6534.0,1423.0,2.0,3,1
11415,Condo,False,False,False,False,1971,54900.0,2020,3833.0,1236.0,2.5,3,1
11416,Single Family,False,True,True,False,1962,320000.0,2018,8450.0,1492.0,2.0,3,1
11417,Single Family,False,True,True,False,1965,399000.0,2018,8973.0,1316.0,2.0,3,1
11418,Single Family,False,True,True,False,1965,499000.0,2019,7623.0,2378.0,3.0,4,2
11419,Single Family,True,True,True,False,1963,574900.0,2020,7753.0,2547.0,3.0,4,2
11420,Single Family,False,True,True,False,1965,439900.0,2018,9888.0,1846.0,2.0,3,1
11421,Single Family,True,True,True,False,1962,250000.0,2020,12196.8,1380.0,2.0,3,1
11422,Single Family,False,True,True,False,1965,420000.0,2019,9931.0,1820.0,2.0,3,1
11423,Apartment,True,True,True,False,1971,126900.0,2018,3859.0,1236.0,3.0,3,1
11424,Single Family,True,True,True,False,2015,485000.0,2020,10236.0,2113.0,3.0,3,2
11425,Single Family,True,True,True,True,1971,99900.0,2019,10759.0,2251.0,4.0,4,1
11426,Townhouse,True,True,True,True,1971,190000.0,2018,3920.0,1239.0,3.0,3,2
11427,Single Family,True,True,True,False,1963,459500.0,2020,8276.0,2035.0,2.0,4,1
11428,Single Family,True,True,True,False,1965,379000.0,2018,8145.0,1460.0,3.0,3,2
11429,Single Family,True,True,True,True,1967,499000.0,2019,21344.4,2058.0,2.0,4,2
11430,Single Family,True,True,True,False,1961,546500.0,2020,7710.0,2236.0,2.0,4,2
11431,Single Family,True,True,True,False,2016,484900.0,2020,4094.0,1874.0,3.0,3,2
11432,Single Family,True,True,True,False,1960,559900.0,2020,10890.0,2408.0,2.0,4,2
11433,Single Family,True,True,True,False,1959,425000.0,2020,7797.0,1305.0,1.0,3,1
11434,Condo,True,True,True,False,1969,245000.0,2018,3702.0,925.0,1.0,2,1
11435,Single Family,True,True,True,False,1975,524900.0,2020,8110.0,1984.0,3.0,4,2
11436,Single Family,False,True,True,False,1970,429900.0,2019,8058.0,1854.0,2.0,3,1
11437,Single Family,False,True,True,True,1971,535000.0,2019,10280.0,2100.0,2.0,3,1
11438,Single Family,True,True,True,False,1967,579900.0,2020,16988.4,2007.0,3.0,3,1
11439,Single Family,True,True,True,False,1959,749000.0,2020,10628.0,2592.0,3.0,4,1
11440,Single Family,True,True,True,False,1968,599000.0,2020,23522.4,2811.0,2.0,4,1
11441,Single Family,True,True,True,False,1960,489900.0,2018,8450.0,2303.0,2.0,4,1
11442,Single Family,False,True,True,False,1964,499500.0,2020,17424.0,2533.0,3.0,4,2
11443,Multiple Occupancy,True,True,True,False,1962,375000.0,2018,9639.0,1440.0,2.0,4,1
11444,Single Family,False,True,True,True,1970,459900.0,2018,10236.0,1909.0,2.0,3,1
11445,Single Family,True,True,True,False,1958,315000.0,2020,6795.0,936.0,1.0,3,1
11446,Single Family,False,True,True,False,1971,424900.0,2020,17424.0,2302.0,2.0,4,1
11447,Single Family,True,True,True,False,1961,360000.0,2021,8276.0,1079.0,1.0,3,1
11448,Single Family,True,True,True,False,1964,399900.0,2019,7710.0,1734.0,2.0,3,1
11449,Single Family,False,True,True,False,1965,340000.0,2019,8712.0,1633.0,2.0,3,1
11450,Single Family,True,True,True,False,1968,423000.0,2020,10018.0,2229.0,2.0,4,1
11451,Single Family,True,True,True,False,1963,464900.0,2020,19166.4,2405.0,3.0,4,2
11452,Single Family,True,True,True,True,1967,309900.0,2019,10323.0,2518.0,3.0,3,1
11453,Single Family,True,True,True,False,1960,157950.0,2020,12632.4,1120.0,2.0,3,1
11454,Single Family,True,True,True,False,1958,339900.0,2018,8015.0,1353.0,2.0,3,1
11455,Single Family,False,True,True,False,1960,229900.0,2020,12196.8,1220.0,2.0,3,1
11456,Single Family,True,True,True,False,1967,399000.0,2018,8668.0,2188.0,3.0,4,1
11457,Single Family,False,True,True,False,1958,459900.0,2018,8712.0,1478.0,3.0,3,1
11458,Single Family,True,True,True,False,1983,299900.0,2018,9321.0,1589.0,2.0,3,1
11459,Single Family,True,True,True,False,1961,395000.0,2020,10672.0,1170.0,1.0,3,1
11460,Single Family,False,True,True,False,1958,439999.0,2020,8276.0,1288.0,2.0,4,1
11461,Single Family,True,True,True,False,1971,489000.0,2018,10497.0,2588.0,3.0,4,1
11462,Single Family,True,True,True,False,1961,300000.0,2019,9496.0,1170.0,2.0,4,1
11463,Single Family,True,True,True,False,1958,424000.0,2019,8232.0,1650.0,2.0,3,1
11464,Single Family,True,True,True,False,1958,389000.0,2020,7535.0,1340.0,1.0,3,1
11465,Single Family,False,True,True,False,1968,470000.0,2019,9975.0,1801.0,2.0,3,1
11466,Single Family,True,True,True,False,1962,460000.0,2020,12632.4,2354.0,2.0,4,1
11467,Single Family,True,True,True,True,1958,385000.0,2020,7840.0,1036.0,2.0,3,1
11468,Single Family,False,True,True,False,1962,390000.0,2018,11761.2,1582.0,2.0,4,1
11469,Single Family,True,True,True,False,1959,309000.0,2018,8058.0,990.0,2.0,3,1
11470,Single Family,False,True,True,False,1948,600000.0,2019,18730.8,800.0,1.0,2,1
11471,Single Family,True,True,True,False,1959,139900.0,2019,11761.2,1255.0,2.0,3,1
11472,Single Family,False,True,True,False,1970,115000.0,2019,13503.6,1020.0,2.0,3,1
11473,Single Family,True,True,True,False,1962,370000.0,2019,10018.0,1709.0,2.0,3,2
11474,Single Family,False,True,True,False,1962,349900.0,2018,10105.0,1686.0,2.0,4,1
11475,Single Family,False,True,True,False,1971,300000.0,2019,3484.0,1320.0,2.0,2,2
11476,Single Family,True,True,True,False,1961,299900.0,2020,8581.0,1556.0,2.0,4,1
11477,Single Family,True,True,True,True,1964,765000.0,2020,19166.4,3704.0,3.0,5,1
11478,Single Family,True,True,True,False,1963,550000.0,2020,13068.0,2100.0,3.0,3,2
11479,Single Family,False,True,True,False,1966,310000.0,2018,16988.4,1512.0,3.0,3,2
11480,Single Family,False,True,True,False,1962,475000.0,2019,22215.6,1616.0,2.0,3,2
11481,Single Family,True,True,True,False,1958,435900.0,2018,9321.0,1338.0,2.0,3,1
11482,Single Family,False,True,True,False,1961,599900.0,2019,13503.6,2460.0,4.0,5,3
11483,Single Family,False,False,True,False,1957,385000.0,2020,7840.0,978.0,1.0,3,1
11484,Single Family,True,True,True,False,1968,649000.0,2020,9278.0,2250.0,3.0,3,2
11485,Single Family,False,True,True,False,2018,570000.0,2018,8450.0,2482.0,3.0,4,2
11486,Single Family,True,True,True,False,1964,389000.0,2018,13068.0,1557.0,2.0,3,1
11487,Single Family,True,True,True,False,1960,310000.0,2020,9408.0,975.0,2.0,2,1
11488,Single Family,False,True,True,False,1959,315000.0,2019,10454.0,1050.0,2.0,2,1
11489,Single Family,True,True,True,False,1953,209900.0,2019,14374.8,1648.0,2.0,3,1
11490,Single Family,False,True,True,False,1961,417500.0,2019,22215.6,1750.0,2.0,4,1
11491,Single Family,True,True,True,False,1960,365000.0,2019,13939.2,1248.0,1.0,3,1
11492,Single Family,False,True,True,False,1962,426500.0,2019,9408.0,1343.0,2.0,3,1
11493,Single Family,False,True,True,True,1986,310500.0,2019,7013.0,1174.0,2.0,3,1
11494,Single Family,True,True,True,False,1960,260000.0,2020,7143.0,1190.0,2.0,3,1
11495,Single Family,True,True,True,False,1960,449000.0,2020,9639.0,1120.0,2.0,3,1
11496,Single Family,True,True,True,True,2005,429900.0,2019,9060.0,2070.0,2.0,4,1
11497,Single Family,False,True,True,False,1963,449000.0,2020,13503.6,1746.0,2.0,3,1
11498,Single Family,True,True,True,False,1956,479000.0,2020,8712.0,1846.0,2.0,4,1
11499,Single Family,True,True,True,False,1961,450000.0,2020,7623.0,1650.0,2.0,3,1
11500,Single Family,False,True,True,False,1960,399999.0,2020,8058.0,1821.0,1.0,4,1
11501,Single Family,False,True,True,False,1962,399950.0,2019,6969.0,1522.0,2.0,4,1
11502,Single Family,True,True,True,False,1960,449500.0,2018,6751.0,1588.0,2.0,3,1
11503,Single Family,False,True,True,False,1970,474900.0,2019,11325.6,2002.0,3.0,4,2
11504,Single Family,True,True,True,False,1963,249000.0,2020,8886.0,1721.0,2.0,3,1
11505,Single Family,True,True,True,False,1963,479990.0,2020,9191.0,1694.0,2.0,3,1
11506,Single Family,False,True,True,True,1968,477900.0,2019,7797.0,1526.0,2.0,3,1
11507,Single Family,True,True,True,False,1964,299000.0,2020,9147.0,1892.0,2.0,3,1
11508,Single Family,True,True,True,False,1971,699000.0,2020,9191.0,1567.0,2.0,3,1
11509,Single Family,False,True,True,False,1958,379900.0,2019,8712.0,1306.0,2.0,3,1
11510,Single Family,False,True,True,False,1965,479000.0,2020,9713.0,1901.0,2.0,4,1
11511,Single Family,False,True,True,False,1967,447500.0,2018,11761.2,2060.0,2.0,3,1
11512,Single Family,True,True,True,False,1961,309900.0,2019,8102.0,2076.0,3.0,3,1
11513,Single Family,False,True,True,False,1958,469000.0,2019,9452.0,1950.0,2.0,5,1
11514,Single Family,True,True,True,True,1968,447900.0,2019,10105.0,1718.0,2.0,3,1
11515,Single Family,True,True,True,False,1966,146500.0,2020,8973.0,1485.0,2.0,3,1
11516,Single Family,True,True,True,False,1968,409000.0,2018,9931.0,1451.0,2.0,3,1
11517,Single Family,True,True,True,False,1967,439900.0,2018,8189.0,1410.0,2.0,3,1
11518,Single Family,False,True,True,False,1962,145000.0,2019,9321.0,1420.0,2.0,3,1
11519,Single Family,True,True,True,False,1961,375000.0,2020,10193.0,1245.0,2.0,3,1
11520,Single Family,True,True,True,False,1971,390000.0,2018,8799.0,1349.0,2.0,3,1
11521,Single Family,False,True,True,False,1966,469950.0,2019,9583.0,1480.0,2.0,3,1
11522,Single Family,True,True,True,True,1967,460000.0,2020,21780.0,2180.0,3.0,4,2
11523,Single Family,False,True,True,False,1960,284995.0,2018,9452.0,1518.0,2.0,3,1
11524,Single Family,False,True,True,False,1961,375000.0,2018,7927.0,1212.0,2.0,3,1
11525,Single Family,False,True,True,False,1970,399900.0,2019,7405.0,1577.0,2.0,3,1
11526,Single Family,False,True,True,False,2004,79900.0,2018,7187.0,1492.0,2.0,4,2
11527,Multiple Occupancy,False,True,True,False,1984,510000.0,2019,7753.0,2952.0,4.0,8,2
11528,Single Family,False,True,True,False,1966,285000.0,2019,13503.6,1354.0,2.0,3,1
11529,Single Family,True,True,True,False,1963,469000.0,2020,8712.0,1927.0,3.0,4,2
11530,Single Family,True,True,True,True,1970,263900.0,2018,9147.0,1948.0,3.0,4,1
11531,Single Family,False,True,True,False,1970,399000.0,2018,9670.0,1911.0,2.0,4,1
11532,Single Family,True,True,True,False,1956,415000.0,2020,10105.0,968.0,1.0,3,1
11533,Single Family,False,True,True,False,1967,424950.0,2018,9016.0,1534.0,2.0,3,1
11534,Single Family,True,True,True,False,1957,525000.0,2020,8189.0,1776.0,2.0,4,1
11535,Single Family,False,True,True,False,1964,335000.0,2019,7492.0,1475.0,3.0,3,1
11536,Single Family,False,True,True,False,1957,179900.0,2018,8929.0,1900.0,2.0,4,1
11537,Single Family,False,True,True,False,1958,425000.0,2019,9060.0,1968.0,2.0,3,1
11538,Single Family,True,True,True,False,1971,499900.0,2020,7666.0,1372.0,2.0,3,1
11539,Single Family,True,True,True,True,1970,550000.0,2020,11325.6,2244.0,3.0,4,1
11540,Single Family,False,True,True,False,1965,259900.0,2019,7971.0,944.0,1.0,3,1
11541,Single Family,False,True,True,False,1965,353000.0,2019,8102.0,1341.0,2.0,3,1
11542,Single Family,True,True,True,False,1965,379900.0,2019,8189.0,2006.0,2.0,4,1
11543,Single Family,True,True,True,False,1966,600000.0,2020,9618.0,2020.0,3.0,4,1
11544,Single Family,True,True,True,False,1957,649000.0,2020,9713.0,2187.0,3.0,4,1
11545,Single Family,True,True,True,False,1952,429900.0,2020,9283.0,1486.0,2.0,3,1
11546,Single Family,True,True,True,False,1965,449950.0,2020,8276.0,1253.0,2.0,3,1
11547,Single Family,True,True,True,False,1961,329900.0,2019,7274.0,962.0,1.0,3,1
11548,Single Family,True,True,True,False,1969,345899.0,2018,10280.0,1594.0,2.0,3,1
11549,Single Family,True,True,True,True,1960,325000.0,2018,6621.0,1242.0,2.0,3,1
11550,Townhouse,False,True,True,False,1985,228000.0,2018,3441.0,1205.0,3.0,2,2
11551,Single Family,True,True,True,False,1964,100000.0,2020,8712.0,1330.0,2.0,3,1
11552,Single Family,True,True,True,False,1964,625000.0,2020,8276.0,2074.0,2.0,3,1
11553,Single Family,True,True,True,True,1969,255000.0,2020,8537.0,2184.0,3.0,4,2
11554,Single Family,False,True,True,False,1967,429000.0,2018,23522.4,1895.0,2.0,4,1
11555,Single Family,False,True,True,False,1967,379000.0,2018,16552.8,2106.0,3.0,4,2
11556,Single Family,True,True,True,False,1972,320000.0,2018,7100.0,1481.0,2.0,3,1
11557,Residential,True,True,True,False,1964,375000.0,2020,11761.2,1850.0,4.0,4,2
11558,Single Family,False,True,True,False,1967,350000.0,2019,7405.0,1307.0,2.0,3,1
11559,Single Family,False,True,True,False,1966,439000.0,2020,7361.0,1409.0,2.0,3,1
11560,Single Family,True,True,True,False,1968,559900.0,2020,8886.0,1954.0,2.0,4,1
11561,Single Family,True,True,True,False,1964,575000.0,2020,9021.0,2149.0,2.0,4,1
11562,Single Family,False,True,True,False,1972,379899.0,2018,8668.0,1415.0,2.0,3,1
11563,Single Family,False,True,True,False,1967,290000.0,2019,8276.0,1445.0,2.0,4,1
11564,Single Family,True,True,True,False,1960,450000.0,2018,11761.2,1334.0,2.0,3,1
11565,Single Family,True,True,True,False,1966,385000.0,2020,11761.2,1347.0,2.0,3,1
11566,Single Family,True,True,True,False,1964,449900.0,2020,6621.0,1664.0,3.0,3,2
11567,Single Family,True,True,True,False,1966,459900.0,2019,8929.0,2210.0,3.0,4,2
11568,Single Family,True,True,True,False,1962,309000.0,2020,8276.0,1311.0,2.0,3,1
11569,Single Family,False,True,True,True,1963,550000.0,2019,8537.0,1700.0,3.0,3,1
11570,Single Family,True,True,True,False,1962,419950.0,2019,7405.0,1153.0,2.0,3,1
11571,Single Family,True,True,True,False,1965,469000.0,2020,9365.0,1786.0,2.0,3,1
11572,Single Family,True,True,True,False,1964,389000.0,2020,6926.0,1237.0,2.0,3,1
11573,Single Family,False,True,True,False,1968,469000.0,2019,9975.0,1814.0,2.0,4,1
11574,Single Family,False,True,True,False,1963,465000.0,2018,9104.0,1464.0,2.0,3,1
11575,Single Family,True,True,True,False,1956,485000.0,2020,9975.0,1354.0,2.0,3,1
11576,Single Family,True,True,True,False,1963,600000.0,2020,9975.0,2000.0,2.0,3,1
11577,Single Family,True,True,True,True,1959,415000.0,2019,8712.0,1417.0,2.0,3,1
11578,Single Family,True,True,True,False,1957,450000.0,2020,11761.2,1676.0,2.0,3,1
11579,Condo,False,True,True,False,1965,365000.0,2020,10000.0,1002.0,2.0,2,1
11580,Single Family,True,True,True,True,1969,595000.0,2020,20908.8,2017.0,2.0,3,1
11581,Single Family,True,True,True,False,1969,509900.0,2020,25700.4,1882.0,2.0,4,1
11582,Single Family,True,True,True,False,1964,459999.0,2020,9931.0,2000.0,2.0,4,1
11583,Single Family,True,True,True,True,1959,419000.0,2019,7535.0,1156.0,2.0,3,1
11584,Single Family,False,True,True,False,1957,425000.0,2019,11761.2,1859.0,2.0,3,1
11585,Single Family,True,True,True,False,1960,395000.0,2018,10890.0,1342.0,2.0,3,1
11586,Single Family,True,True,True,False,1963,479900.0,2019,7187.0,2149.0,3.0,4,1
11587,Single Family,True,True,True,False,1966,390000.0,2019,10890.0,1670.0,2.0,4,1
11588,Single Family,True,True,True,False,1970,489900.0,2020,9191.0,1540.0,2.0,3,1
11589,Single Family,False,True,True,False,1965,359900.0,2018,8581.0,1272.0,2.0,3,1
11590,Single Family,True,True,True,False,1966,399900.0,2020,7361.0,1206.0,2.0,3,1
11591,Single Family,True,True,True,False,1970,425000.0,2020,8973.0,1658.0,2.0,3,1
11592,Single Family,True,True,True,False,1956,429000.0,2018,8973.0,1300.0,2.0,3,1
